rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"1,184,763,059,309",제 1 기,2023.12.31 현재,"1,461,339,860,181",-,2,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,"2,009,251,962,137",제 1 기,2023.12.31 현재,"2,070,447,226,055",-,4,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"3,194,015,021,446",제 1 기,2023.12.31 현재,"3,531,787,086,236",-,6,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"1,271,534,776,390",제 1 기,2023.12.31 현재,"1,531,727,717,545",-,8,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"220,648,986,802",제 1 기,2023.12.31 현재,"278,698,511,624",-,10,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"1,492,183,763,192",제 1 기,2023.12.31 현재,"1,810,426,229,169",-,12,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"248,040,085,000",제 1 기,2023.12.31 현재,"248,040,085,000",-,15,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"314,426,079,112",제 1 기,2023.12.31 현재,"134,516,791,971",-,19,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"1,701,831,258,254",제 1 기,2023.12.31 현재,"1,721,360,857,067",-,22,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,"3,527,525,783,006",제 1 기,2023.06.01 ~ 2023.12.31,"2,632,104,129,307",-,24,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"102,474,077,764",제 1 기,2023.06.01 ~ 2023.12.31,"235,489,924,847",-,26,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"44,854,786,794",제 1 기,2023.06.01 ~ 2023.12.31,"190,108,842,796",-,28,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"34,835,234,266",제 1 기,2023.06.01 ~ 2023.12.31,"142,170,864,518",-,30,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"34,835,234,266",제 1 기,2023.06.01 ~ 2023.12.31,"142,170,864,518",-,62,KRW
20250317000722,11011,2024,01765265,460860,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"30,020,443,187",제 1 기,2023.06.01 ~ 2023.12.31,"129,952,582,021",-,64,KRW
