rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"140,988,568,163",제 1 기,2023.12.31 현재,"87,504,440,407",-,2,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,"158,558,176,971",제 1 기,2023.12.31 현재,"130,455,702,003",-,4,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"299,546,745,134",제 1 기,2023.12.31 현재,"217,960,142,410",-,6,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"164,100,833,549",제 1 기,2023.12.31 현재,"115,394,317,923",-,8,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"13,791,363,294",제 1 기,2023.12.31 현재,"7,577,285,351",-,10,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"177,892,196,843",제 1 기,2023.12.31 현재,"122,971,603,274",-,12,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"30,208,280,000",제 1 기,2023.12.31 현재,"27,993,865,000",-,15,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"1,383,123,791",제 1 기,2023.12.31 현재,"-7,655,895,423",-,19,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"121,654,548,291",제 1 기,2023.12.31 현재,"94,988,539,136",-,22,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,"332,069,862,904",제 1 기,2023.05.01 ~ 2023.12.31,"117,528,614,931",-,24,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"14,206,083,843",제 1 기,2023.05.01 ~ 2023.12.31,"-6,119,544,615",-,26,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"7,434,430,372",제 1 기,2023.05.01 ~ 2023.12.31,"-9,337,724,806",-,28,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"10,511,891,726",제 1 기,2023.05.01 ~ 2023.12.31,"-6,205,555,775",-,30,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"10,511,891,726",제 1 기,2023.05.01 ~ 2023.12.31,"-6,205,555,775",-,62,KRW
20250320001543,11011,2024,01762569,457190,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"9,039,019,214",제 1 기,2023.05.01 ~ 2023.12.31,"-7,655,895,423",-,64,KRW
