rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,유동자산,제 1 기,2023.12.31 현재,"23,994,396,545",-,-,1,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,비유동자산,제 1 기,2023.12.31 현재,"49,939,886,784",-,-,3,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"73,934,283,329",-,-,5,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,유동부채,제 1 기,2023.12.31 현재,"24,246,702,945",-,-,7,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,비유동부채,제 1 기,2023.12.31 현재,"19,248,234,117",-,-,9,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"43,494,937,062",-,-,11,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"17,927,580,000",-,-,13,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"1,437,256,126",-,-,17,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"30,439,346,267",-,-,21,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,매출액,제 1 기,2023.09.01 ~ 2023.12.31,"28,310,433,178",-,-,23,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,영업이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,847,006,212",-,-,25,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,454,057,464",-,-,27,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,당기순이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,437,256,126",-,-,29,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.09.01 ~ 2023.12.31,"1,437,256,126",-,-,61,KRW
20240321001878,11011,2023,01784394,465770,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.09.01 ~ 2023.12.31,"975,780,150",-,-,63,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2023.12.31 현재,"23,994,396,545",-,-,2,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2023.12.31 현재,"49,939,886,784",-,-,4,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"73,934,283,329",-,-,6,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2023.12.31 현재,"24,246,702,945",-,-,8,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2023.12.31 현재,"19,248,234,117",-,-,10,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"43,494,937,062",-,-,12,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"17,927,580,000",-,-,15,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"1,437,256,126",-,-,19,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"30,439,346,267",-,-,22,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2023.09.01 ~ 2023.12.31,"28,310,433,178",-,-,24,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,847,006,212",-,-,26,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,454,057,464",-,-,28,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2023.09.01 ~ 2023.12.31,"1,437,256,126",-,-,30,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.09.01 ~ 2023.12.31,"1,437,256,126",-,-,62,KRW
20240321001878,11011,2023,01784394,465770,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.09.01 ~ 2023.12.31,"975,780,150",-,-,64,KRW
