rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"12,229,529,128",제 1 기,2023.12.31 현재,"11,947,772,833",-,2,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,4,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"12,229,529,128",제 1 기,2023.12.31 현재,"11,947,772,833",-,6,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"4,817,900",제 1 기,2023.12.31 현재,"572,000",-,8,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"1,995,681,182",제 1 기,2023.12.31 현재,"1,936,773,384",-,10,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"2,000,499,082",제 1 기,2023.12.31 현재,"1,937,345,384",-,12,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"506,000,000",제 1 기,2023.12.31 현재,"506,000,000",-,15,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"260,326,661",제 1 기,2023.12.31 현재,"41,724,064",-,19,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"10,229,030,046",제 1 기,2023.12.31 현재,"10,010,427,449",-,22,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,0,제 1 기,2023.03.15 ~ 2023.12.31,0,-,24,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-64,213,879",제 1 기,2023.03.15 ~ 2023.12.31,"-24,236,220",-,26,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"199,715,827",제 1 기,2023.03.15 ~ 2023.12.31,"54,204,012",-,28,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"218,602,597",제 1 기,2023.03.15 ~ 2023.12.31,"41,724,064",-,30,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"218,602,597",제 1 기,2023.03.15 ~ 2023.12.31,"41,724,064",-,62,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"218,602,597",제 1 기,2023.03.15 ~ 2023.12.31,"41,724,064",-,64,KRW
20250321001376,11011,2024,01725160,455310,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2024.01.01 ~ 2024.12.31,"64,213,879",제 1 기,2023.03.15 ~ 2023.12.31,"24,236,220",-,66,KRW
